,cyclone_name,cyclone_id,sar_time,file,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split
953,IAN,al092022,2022-09-26 11:25:58,rcm1-sc100ma-owi-cm-20220926t112558-20220926t112806-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,39000.0,33.959188886509125,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al092022/rcm1-sc100ma-owi-cm-20220926t112558-20220926t112806-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al092022/IRWIN/rcm1-sc100ma-owi-cm-20220926t112558-20220926t112806-00003-______ll_gd_GEO-IRWIN.nc,0.0,val
954,OLGA,sh212024,2024-04-08 10:39:06,rcm3-sclnc-owi-cm-20240408t103906-20240408t104023-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,31000.0,32.37272954344187,32,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm3-sclnc-owi-cm-20240408t103906-20240408t104023-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm3-sclnc-owi-cm-20240408t103906-20240408t104023-00003-______ll_gd_GEO-IRWIN.nc,0.0474187380497131,train
955,OLGA,sh212024,2024-04-08 21:47:59,rcm2-sclnb-owi-cm-20240408t214759-20240408t214914-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.05,67000.0,26.20053193298727,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm2-sclnb-owi-cm-20240408t214759-20240408t214914-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm2-sclnb-owi-cm-20240408t214759-20240408t214914-00003-______ll_gd_GEO-IRWIN.nc,0.4177182919056724,train
956,OLGA,sh212024,2024-04-07 10:31:25,rcm3-sclnc-owi-cm-20240407t103125-20240407t103241-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,15000.0,57.48749629629631,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm3-sclnc-owi-cm-20240407t103125-20240407t103241-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm3-sclnc-owi-cm-20240407t103125-20240407t103241-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
957,OLGA,sh212024,2024-04-09 21:56:32,rcm2-sclna-owi-cm-20240409t215632-20240409t215747-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.5,44000.0,26.202580687304167,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm2-sclna-owi-cm-20240409t215632-20240409t215747-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm2-sclna-owi-cm-20240409t215632-20240409t215747-00003-______ll_gd_GEO-IRWIN.nc,0.3398342893562779,train
958,OLGA,sh212024,2024-04-07 21:39:37,rcm2-sclnb-owi-cm-20240407t213937-20240407t214053-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,12000.0,55.23408888888889,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm2-sclnb-owi-cm-20240407t213937-20240407t214053-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm2-sclnb-owi-cm-20240407t213937-20240407t214053-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
959,OLGA,sh212024,2024-04-09 10:46:40,rcm3-sclnb-owi-cm-20240409t104640-20240409t104756-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.3,85000.0,18.99555154234365,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh212024/rcm3-sclnb-owi-cm-20240409t104640-20240409t104756-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh212024/IRWIN/rcm3-sclnb-owi-cm-20240409t104640-20240409t104756-00003-______ll_gd_GEO-IRWIN.nc,0.2124920331421287,train
960,HABANA,sh242021,2021-03-07 13:08:16,rs2-scwa-owi-cm-20210307t130816-20210307t130931-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,14000.0,52.16258148148148,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh242021/rs2-scwa-owi-cm-20210307t130816-20210307t130931-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh242021/IRWIN/rs2-scwa-owi-cm-20210307t130816-20210307t130931-00003-______ll_gd_GEO-IRWIN.nc,0.0,val
962,HABANA,sh242021,2021-03-14 00:39:20,rs2-scwa-owi-cm-20210314t003920-20210314t004036-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,33000.0,44.74952962962963,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh242021/rs2-scwa-owi-cm-20210314t003920-20210314t004036-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh242021/IRWIN/rs2-scwa-owi-cm-20210314t003920-20210314t004036-00003-______ll_gd_GEO-IRWIN.nc,0.1326959847036329,val
963,HABANA,sh242021,2021-03-11 00:26:12,rs2-scwa-owi-cm-20210311t002612-20210311t002728-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.3,23000.0,61.496022222222216,67,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh242021/rs2-scwa-owi-cm-20210311t002612-20210311t002728-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh242021/IRWIN/rs2-scwa-owi-cm-20210311t002612-20210311t002728-00003-______ll_gd_GEO-IRWIN.nc,0.0,val
965,BAVI,wp092020,2020-08-25 21:36:54,rs2-scwa-owi-cm-20200825t213654-20200825t213810-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.3,49000.0,41.41136296296296,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092020/rs2-scwa-owi-cm-20200825t213654-20200825t213810-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092020/IRWIN/rs2-scwa-owi-cm-20200825t213654-20200825t213810-00003-______ll_gd_GEO-IRWIN.nc,0.0,test
966,BAVI,wp092020,2020-08-25 21:36:54,rs2-scwa-owi-cm-20200825t213750-20200825t213907-00003-______ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,1.3,49000.0,41.41136296296296,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp092020/rs2-scwa-owi-cm-20200825t213654-20200825t213810-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp092020/IRWIN/rs2-scwa-owi-cm-20200825t213750-20200825t213907-00003-______ll_gd_GEO-IRWIN.nc,0.0,test
970,KALMAEGI,wp272019,2019-11-19 09:57:11,s1b-iw-owi-cm-20191119t095826-20191119t095943-000003-023D71_ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,1.8,24000.0,45.3020037037037,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp272019/s1b-iw-owi-cm-20191119t095711-20191119t095943-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp272019/IRWIN/s1b-iw-owi-cm-20191119t095826-20191119t095943-000003-023D71_ll_gd_GEO-IRWIN.nc,0.1366475462077756,test
975,KELI,cp022025,2025-07-29 03:56:58,rcm3-sclnc-owi-cm-20250729t035658-20250729t035808-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18000.0,27.0823948123913,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/cp022025no_env/rcm3-sclnc-owi-cm-20250729t035658-20250729t035808-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/cp022025/IRWIN/rcm3-sclnc-owi-cm-20250729t035658-20250729t035808-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
976,OLAF,ep152021,2021-09-09 13:06:00,s1a-iw-owi-cm-20210909t130625-20210909t130746-000003-04AE83_ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,0.0,40000.0,41.470933333333335,34,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep152021/s1a-iw-owi-cm-20210909t130600-20210909t130746-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep152021/IRWIN/s1a-iw-owi-cm-20210909t130625-20210909t130746-000003-04AE83_ll_gd_GEO-IRWIN.nc,0.0,val
977,ORLENE,ep162022,2022-10-01 01:19:32,rs2-scwa-owi-cm-20221001t011932-20221001t012048-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,17000.0,31.889172917384165,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep162022/rs2-scwa-owi-cm-20221001t011932-20221001t012048-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep162022/IRWIN/rs2-scwa-owi-cm-20221001t011932-20221001t012048-00003-______ll_gd_GEO-IRWIN.nc,0.0,val
978,DIKELEDI,sh072025,2025-01-10 01:36:49,s1a-ew-owi-cm-20250110t013649-20250110t013752-000003-070FD1_ll_gd_GEO-IRWIN.nc,exact_contains,2.7,59000.0,27.723342689455016,24,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/s1a-ew-owi-cm-20250110t013649-20250110t013752-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/s1a-ew-owi-cm-20250110t013649-20250110t013752-000003-070FD1_ll_gd_GEO-IRWIN.nc,0.4675589547482472,train
979,DIKELEDI,sh072025,2025-01-15 02:46:56,rcm3-sclnd-owi-cm-20250115t024656-20250115t024810-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,31000.0,29.063581325685,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm3-sclnd-owi-cm-20250115t024656-20250115t024810-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm3-sclnd-owi-cm-20250115t024656-20250115t024810-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3964308476736775,train
980,DIKELEDI,sh072025,2025-01-16 02:24:11,rcm1-sclnd-owi-cm-20250116t022411-20250116t022526-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,16000.0,47.44013333333324,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm1-sclnd-owi-cm-20250116t022411-20250116t022526-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm1-sclnd-owi-cm-20250116t022411-20250116t022526-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
981,DIKELEDI,sh072025,2025-01-12 02:20:48,rcm3-sclnd-owi-cm-20250112t022048-20250112t022204-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,22000.0,27.67805330886796,35,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm3-sclnd-owi-cm-20250112t022048-20250112t022204-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm3-sclnd-owi-cm-20250112t022048-20250112t022204-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
982,DIKELEDI,sh072025,2025-01-12 15:21:09,rcm1-sclna-owi-cm-20250112t152109-20250112t152224-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.6,49000.0,33.35960370089496,34,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm1-sclna-owi-cm-20250112t152109-20250112t152224-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm1-sclna-owi-cm-20250112t152109-20250112t152224-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1462077756532823,train
984,DIKELEDI,sh072025,2025-01-11 02:12:40,rcm3-sclna-owi-cm-20250111t021240-20250111t021355-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.4,23000.0,37.25675925924941,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm3-sclna-owi-cm-20250111t021240-20250111t021355-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm3-sclna-owi-cm-20250111t021240-20250111t021355-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0179732313575525,train
985,DIKELEDI,sh072025,2025-01-11 15:13:20,rcm1-sclnd-owi-cm-20250111t151320-20250111t151436-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,3.2,21000.0,45.62423703699681,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm1-sclnd-owi-cm-20250111t151320-20250111t151436-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm1-sclnd-owi-cm-20250111t151320-20250111t151436-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3166347992351816,train
986,DIKELEDI,sh072025,2025-01-15 15:42:28,rcm1-sclna-owi-cm-20250115t154228-20250115t154344-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,39000.0,45.57664074074074,43,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm1-sclna-owi-cm-20250115t154228-20250115t154344-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm1-sclna-owi-cm-20250115t154228-20250115t154344-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
987,DIKELEDI,sh072025,2025-01-16 02:29:57,s1a-ew-owi-cm-20250116t022957-20250116t023101-000003-071348_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,22000.0,50.19765185185185,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/s1a-ew-owi-cm-20250116t022957-20250116t023101-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/s1a-ew-owi-cm-20250116t022957-20250116t023101-000003-071348_ll_gd_GEO-IRWIN.nc,0.0,train
990,DIKELEDI,sh072025,2025-01-17 14:51:38,rcm3-sclnd-owi-cm-20250117t145138-20250117t145256-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.3,99000.0,28.279449599457788,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm3-sclnd-owi-cm-20250117t145138-20250117t145256-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm3-sclnd-owi-cm-20250117t145138-20250117t145256-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
991,DIKELEDI,sh072025,2025-01-16 15:17:03,rcm2-sclna-owi-cm-20250116t151703-20250116t151817-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,38000.0,44.126814814814814,42,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh072025/rcm2-sclna-owi-cm-20250116t151703-20250116t151817-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh072025/IRWIN/rcm2-sclna-owi-cm-20250116t151703-20250116t151817-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3790949649458253,train
992,AMPIL,wp082024,2024-08-14 08:42:23,rcm3-sc50mb-owi-cm-20240814t084223-20240814t084339-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,47000.0,38.083422222001765,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp082024/rcm3-sc50mb-owi-cm-20240814t084223-20240814t084339-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp082024/IRWIN/rcm3-sc50mb-owi-cm-20240814t084223-20240814t084339-00003-______ll_gd_GEO-IRWIN.nc,0.0145315487571701,train
993,AMPIL,wp082024,2024-08-15 20:39:01,rcm3-sc50mb-owi-cm-20240815t203901-20240815t203952-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,31000.0,48.698365277777775,55,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp082024/rcm3-sc50mb-owi-cm-20240815t203901-20240815t203952-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp082024/IRWIN/rcm3-sc50mb-owi-cm-20240815t203901-20240815t203952-00003-______ll_gd_GEO-IRWIN.nc,0.2568514977692798,train
995,AMPIL,wp082024,2024-08-17 08:04:45,rcm2-sc50ma-owi-cm-20240817t080445-20240817t080603-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.4,88000.0,36.456433332832205,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp082024/rcm2-sc50ma-owi-cm-20240817t080445-20240817t080603-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp082024/IRWIN/rcm2-sc50ma-owi-cm-20240817t080445-20240817t080603-00003-______ll_gd_GEO-IRWIN.nc,0.1903123008285532,train
997,AMPIL,wp082024,2024-08-14 20:31:38,rcm3-sc50mc-owi-cm-20240814t203138-20240814t203255-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,33000.0,39.41987777781572,42,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp082024/rcm3-sc50mc-owi-cm-20240814t203138-20240814t203255-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp082024/IRWIN/rcm3-sc50mc-owi-cm-20240814t203138-20240814t203255-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
998,sh152024,sh152024,2024-02-17 15:32:41,rcm1-sclnc-owi-cm-20240217t153241-20240217t153356-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,120000.0,28.33299909800677,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh152024/rcm1-sclnc-owi-cm-20240217t153241-20240217t153356-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh152024/IRWIN/rcm1-sclnc-owi-cm-20240217t153241-20240217t153356-00003-______ll_gd_GEO-IRWIN.nc,0.3807520713830465,train
999,sh152024,sh152024,2024-02-17 04:50:25,rcm1-sclnb-owi-cm-20240217t045025-20240217t045142-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.2,114000.0,31.40136084550112,27,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh152024/rcm1-sclnb-owi-cm-20240217t045025-20240217t045142-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh152024/IRWIN/rcm1-sclnb-owi-cm-20240217t045025-20240217t045142-00003-______ll_gd_GEO-IRWIN.nc,0.0826003824091778,train
1000,VAYU,io022019,2019-06-12 01:17:25,s1b-ew-owi-cm-20190612t011725-20190612t011929-000003-01F595_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,11000.0,50.147751851851865,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io022019/s1b-ew-owi-cm-20190612t011725-20190612t011929-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io022019/IRWIN/s1b-ew-owi-cm-20190612t011725-20190612t011929-000003-01F595_ll_gd_GEO-IRWIN.nc,0.2228170809432759,test
1001,VAYU,io022019,2019-06-14 13:32:47,s1b-ew-owi-cm-20190614t133247-20190614t133442-000003-01F6A9_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,41000.0,38.2205074074074,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io022019/s1b-ew-owi-cm-20190614t133247-20190614t133442-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io022019/IRWIN/s1b-ew-owi-cm-20190614t133247-20190614t133442-000003-01F6A9_ll_gd_GEO-IRWIN.nc,0.0,test
1002,VAYU,io022019,2019-06-13 01:10:23,s1a-iw-owi-cm-20190613t011023-20190613t011209-000003-031F10_ll_gd_GEO-IRWIN.nc,exact_contains,0.5,18000.0,50.49306666666666,44,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io022019/s1a-iw-owi-cm-20190613t011023-20190613t011209-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io022019/IRWIN/s1a-iw-owi-cm-20190613t011023-20190613t011209-000003-031F10_ll_gd_GEO-IRWIN.nc,0.4568514977692798,test
1003,DOUGLAS,ep082020,2020-07-25 03:47:55,s1a-ew-owi-cm-20200725t034755-20200725t035002-000003-03E50E_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18000.0,47.392662962962966,50,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082020/s1a-ew-owi-cm-20200725t034755-20200725t035002-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082020/IRWIN/s1a-ew-owi-cm-20200725t034755-20200725t035002-000003-03E50E_ll_gd_GEO-IRWIN.nc,0.0,test
1004,DOUGLAS,ep082020,2020-07-26 16:10:50,rs2-scwa-owi-cm-20200726t161342-20200726t161458-00003-______ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,0.0,33000.0,41.51532592592592,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082020/rs2-scwa-owi-cm-20200726t161050-20200726t161314-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082020/IRWIN/rs2-scwa-owi-cm-20200726t161342-20200726t161458-00003-______ll_gd_GEO-IRWIN.nc,0.3431485022307202,test
1005,DOUGLAS,ep082020,2020-07-26 16:10:50,rs2-scwa-owi-cm-20200726t161050-20200726t161314-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,33000.0,41.51532592592592,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082020/rs2-scwa-owi-cm-20200726t161050-20200726t161314-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082020/IRWIN/rs2-scwa-owi-cm-20200726t161050-20200726t161314-00003-______ll_gd_GEO-IRWIN.nc,0.3431485022307202,test
1006,DOUGLAS,ep082020,2020-07-28 17:12:08,s1b-ew-owi-cm-20200728t171208-20200728t171335-000003-02B09D_ll_gd_GEO-IRWIN.nc,exact_contains,0.75,31000.0,13.509092266704222,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082020/s1b-ew-owi-cm-20200728t171208-20200728t171335-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082020/IRWIN/s1b-ew-owi-cm-20200728t171208-20200728t171335-000003-02B09D_ll_gd_GEO-IRWIN.nc,0.4927979604843849,test
1007,DOUGLAS,ep082020,2020-07-28 05:02:49,s1b-ew-owi-cm-20200728t050249-20200728t050456-000003-02B05B_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,39000.0,24.59005416195721,27,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082020/s1b-ew-owi-cm-20200728t050249-20200728t050456-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082020/IRWIN/s1b-ew-owi-cm-20200728t050249-20200728t050456-000003-02B05B_ll_gd_GEO-IRWIN.nc,0.070108349267049,test
1012,CHIDO,sh042025,2024-12-15 02:52:35,rcm1-sclna-owi-cm-20241215t025235-20241215t025351-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.8,12000.0,59.46334814814814,55,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh042025/rcm1-sclna-owi-cm-20241215t025235-20241215t025351-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh042025/IRWIN/rcm1-sclna-owi-cm-20241215t025235-20241215t025351-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3867431485022307,train
1013,CHIDO,sh042025,2024-12-11 01:47:47,rcm2-sc50ma-owi-cm-20241211t014747-20241211t014903-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,13000.0,46.77256666666667,38,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh042025/rcm2-sc50ma-owi-cm-20241211t014747-20241211t014903-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh042025/IRWIN/rcm2-sc50ma-owi-cm-20241211t014747-20241211t014903-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
1014,CHIDO,sh042025,2024-12-13 02:04:11,rcm2-sclnd-owi-cm-20241213t020411-20241213t020527-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,18000.0,54.52671481481482,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh042025/rcm2-sclnd-owi-cm-20241213t020411-20241213t020527-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh042025/IRWIN/rcm2-sclnd-owi-cm-20241213t020411-20241213t020527-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1734862970044614,train
1015,CHIDO,sh042025,2024-12-10 01:39:42,rcm2-sc50ma-owi-cm-20241210t013942-20241210t014057-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,33000.0,31.751074008083,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh042025/rcm2-sc50ma-owi-cm-20241210t013942-20241210t014057-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh042025/IRWIN/rcm2-sc50ma-owi-cm-20241210t013942-20241210t014057-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1978330146590184,train
